spend,conversions,revenue,roas,profit,marginal_roas,budget
161.07879396984924,21.22928098323328,2479.58,15.3936,2318.5,4.853,224.5
167.00763819095476,21.476772276440887,2508.49,15.0202,2341.48,4.791,231.25
172.9364824120603,21.721010374425475,2537.01,14.6702,2364.08,4.734,238.01
178.86532663316584,21.962238796593777,2565.19,14.3415,2386.32,4.68,244.77
184.79417085427136,22.200678605922757,2593.04,14.032,2408.25,4.63,251.53
190.72301507537688,22.436531130884607,2620.59,13.7403,2429.86,4.583,258.28
196.6518592964824,22.669980284939914,2647.85,13.4647,2451.2,4.541,265.04
202.58070351758792,22.901194553242625,2674.86,13.2039,2472.28,4.501,271.8
208.50954773869347,23.13032870248999,2701.62,12.9568,2493.11,4.464,278.55
214.438391959799,23.35752525914766,2728.16,12.7223,2513.72,4.429,285.31
220.3672361809045,23.582915792861694,2754.48,12.4995,2534.12,4.397,292.07
226.29608040201003,23.806622035198433,2780.61,12.2875,2554.32,4.366,298.82
232.22492462311558,24.028756858533395,2806.56,12.0855,2574.33,4.338,305.58
238.1537688442211,24.249425135638717,2832.33,11.8929,2594.18,4.312,312.34
244.08261306532663,24.46872449707015,2857.95,11.7089,2613.86,4.287,319.09
250.01145728643215,24.686746000652192,2883.41,11.5331,2633.4,4.264,325.85
255.94030150753767,24.903574725072993,2908.74,11.3649,2652.8,4.242,332.61
261.8691457286432,25.11929029772215,2933.93,11.2038,2672.06,4.223,339.36
267.79798994974874,25.333967365356404,2959.01,11.0494,2691.21,4.204,346.12
273.72683417085426,25.547676014893774,2983.97,10.9013,2710.24,4.186,352.88
279.6556783919598,25.760482150569604,3008.82,10.759,2729.17,4.171,359.63
285.5845226130653,25.972447832794106,3033.58,10.6224,2748.0,4.156,366.39
291.5133668341708,26.183631583302322,3058.25,10.4909,2766.73,4.141,373.15
297.44221105527635,26.394088660555962,3082.83,10.3645,2785.39,4.128,379.91
303.3710552763819,26.603871308822832,3107.33,10.2427,2803.96,4.117,386.66
309.29989949748744,26.8130289839069,3131.76,10.1253,2822.46,4.106,393.42
315.22874371859297,27.02160855811631,3156.12,10.0122,2840.9,4.096,400.18
321.1575879396985,27.229654506727137,3180.42,9.903,2859.27,4.086,406.93
327.086432160804,27.43720907791916,3204.67,9.7976,2877.58,4.077,413.69
333.01527638190953,27.644312447916562,3228.86,9.6958,2895.84,4.069,420.45
338.94412060301505,27.851002862858355,3253.0,9.5974,2914.05,4.062,427.2
344.8729648241206,28.057316768741707,3277.09,9.5023,2932.22,4.056,433.96
350.8018090452261,28.263288930626096,3301.15,9.4103,2950.35,4.05,440.72
356.7306532663317,28.468952542148877,3325.17,9.3212,2968.44,4.045,447.47
362.6594974874372,28.67433932628549,3349.16,9.235,2986.5,4.04,454.23
368.5883417085427,28.879479628183617,3373.12,9.1515,3004.53,4.036,460.99
374.51718592964824,29.084402500810235,3397.06,9.0705,3022.54,4.032,467.74
380.44603015075376,29.289135784071192,3420.97,8.992,3040.53,4.029,474.5
386.3748743718593,29.493706177993136,3444.86,8.9159,3058.49,4.027,481.26
392.3037185929648,29.69813931049635,3468.74,8.842,3076.44,4.025,488.01
398.2325628140703,29.902459800232787,3492.61,8.7703,3094.37,4.023,494.77
404.16140703517584,30.106691314915402,3516.46,8.7006,3112.3,4.022,501.53
410.0902512562814,30.310856625523023,3540.31,8.633,3130.22,4.021,508.29
416.01909547738694,30.514977656726586,3564.15,8.5673,3148.13,4.021,515.04
421.94793969849246,30.719075533849686,3587.99,8.5034,3166.04,4.021,521.8
427.876783919598,30.923170626646215,3611.83,8.4413,3183.95,4.021,528.56
433.8056281407035,31.127282590151204,3635.67,8.3809,3201.86,4.022,535.31
439.734472361809,31.33143040283734,3659.51,8.3221,3219.78,4.023,542.07
445.66331658291455,31.53563240228845,3683.36,8.2649,3237.7,4.025,548.83
451.59216080402007,31.73990631858163,3707.22,8.2092,3255.63,4.027,555.58
457.5210050251256,31.944269305553313,3731.09,8.155,3273.57,4.029,562.34
463.44984924623117,32.148737970108364,3754.97,8.1022,3291.52,4.032,569.1
469.3786934673367,32.35332839971816,3778.87,8.0508,3309.49,4.034,575.85
475.3075376884422,32.558056188240506,3802.78,8.0007,3327.47,4.037,582.61
481.23638190954773,32.76293646018329,3826.71,7.9518,3345.47,4.041,589.37
487.16522613065325,32.967983893523446,3850.66,7.9042,3363.5,4.044,596.12
493.0940703517588,33.1732127411836,3874.63,7.8578,3381.54,4.048,602.88
499.0229145728643,33.378636851260325,3898.62,7.8125,3399.6,4.053,609.64
504.9517587939698,33.58426968609035,3922.64,7.7684,3417.69,4.057,616.4
510.88060301507534,33.79012434023443,3946.69,7.7253,3435.81,4.061,623.15
516.8094472361809,33.99621355745161,3970.76,7.6832,3453.95,4.066,629.91
522.7382914572864,34.20254974673188,3994.86,7.6422,3472.12,4.072,636.67
528.6671356783919,34.40914499744902,4018.99,7.6021,3490.32,4.077,643.42
534.5959798994975,34.61601109369148,4043.15,7.563,3508.55,4.083,650.18
540.524824120603,34.82315952782427,4067.35,7.5248,3526.82,4.088,656.94
546.4536683417085,35.0306015133309,4091.57,7.4875,3545.12,4.095,663.69
552.3825125628141,35.23834799698157,4115.84,7.4511,3563.46,4.101,670.45
558.3113567839196,35.446409670368766,4140.14,7.4155,3581.83,4.108,677.21
564.2402010050251,35.65479698085045,4164.48,7.3807,3600.24,4.114,683.96
570.1690452261306,35.86352014193657,4188.86,7.3467,3618.69,4.121,690.72
576.0978894472362,36.07258914315285,4213.28,7.3135,3637.18,4.128,697.48
582.0267336683416,36.28201375941337,4237.74,7.281,3655.71,4.135,704.23
587.9555778894472,36.49180355993093,4262.24,7.2493,3674.29,4.143,710.99
593.8844221105527,36.70196791669258,4286.79,7.2182,3692.91,4.15,717.75
599.8132663316583,36.91251601252573,4311.38,7.1879,3711.57,4.158,724.5
605.7421105527638,37.123456848778176,4336.02,7.1582,3730.28,4.166,731.26
611.6709547738693,37.33479925263458,4360.7,7.1292,3749.03,4.175,738.02
617.5997989949749,37.54655188408957,4385.44,7.1008,3767.84,4.182,744.78
623.5286432160804,37.75872324259693,4410.22,7.073,3786.69,4.191,751.53
629.4574874371859,37.97132167341296,4435.05,7.0458,3805.59,4.2,758.29
635.3863316582914,38.1843553736507,4459.93,7.0192,3824.55,4.209,765.05
641.315175879397,38.39783239806077,4484.87,6.9932,3843.55,4.217,771.8
647.2440201005024,38.61176066455391,4509.85,6.9678,3862.61,4.227,778.56
653.172864321608,38.826147959478604,4534.89,6.9429,3881.72,4.236,785.32
659.1017085427136,39.04100194266722,4559.99,6.9185,3900.89,4.245,792.07
665.0305527638191,39.25633015226257,4585.14,6.8946,3920.11,4.255,798.83
670.9593969849246,39.472140009336535,4610.35,6.8713,3939.39,4.264,805.59
676.8882412060301,39.688438822311404,4635.61,6.8484,3958.72,4.274,812.34
682.8170854271357,39.905233791194064,4660.93,6.826,3978.11,4.284,819.1
688.7459296482411,40.12253201163253,4686.31,6.8041,3997.57,4.295,825.86
694.6747738693467,40.34034047880402,4711.75,6.7827,4017.08,4.305,832.61
700.6036180904522,40.5586660911425,4737.25,6.7617,4036.65,4.315,839.37
706.5324623115578,40.77751565391417,4762.81,6.7411,4056.28,4.326,846.13
712.4613065326633,40.99689588264821,4788.44,6.721,4075.98,4.336,852.88
718.3901507537688,41.2168134064295,4814.12,6.7013,4095.73,4.347,859.64
724.3189949748744,41.4372747710607,4839.87,6.682,4115.55,4.358,866.4
730.2478391959799,41.65828644209917,4865.69,6.6631,4135.44,4.369,873.16
736.1766834170854,41.87985480777542,4891.57,6.6446,4155.39,4.38,879.91
742.1055276381909,42.10198618179806,4917.51,6.6264,4175.41,4.391,886.67
748.0343718592965,42.32468680605111,4943.52,6.6087,4195.49,4.403,893.43
753.9632160804019,42.547962853188196,4969.6,6.5913,4215.64,4.414,900.18
759.8920603015075,42.771820429128816,4995.75,6.5743,4235.86,4.426,906.94
765.8209045226131,42.99626557546085,5021.96,6.5576,4256.14,4.438,913.7
771.7497487437186,43.22130427175386,5048.25,6.5413,4276.5,4.449,920.45
777.6785929648241,43.44694243778679,5074.6,6.5253,4296.92,4.461,927.21
783.6074371859296,43.6731859356944,5101.03,6.5097,4317.42,4.473,933.97
789.5362814070352,43.900040572035714,5127.52,6.4943,4337.99,4.486,940.72
795.4651256281406,44.127512099788056,5154.09,6.4793,4358.63,4.498,947.48
801.3939698492462,44.35560622026979,5180.73,6.4647,4379.34,4.511,954.24
807.3228140703517,44.584328584995205,5207.45,6.4503,4400.13,4.523,960.99
813.2516582914573,44.813684797463935,5234.24,6.4362,4420.99,4.535,967.75
819.1805025125628,45.04368041488837,5261.1,6.4224,4441.92,4.548,974.51
825.1093467336683,45.274320949861114,5288.04,6.4089,4462.93,4.561,981.27
831.0381909547739,45.505611871965414,5315.06,6.3957,4484.02,4.573,988.02
836.9670351758793,45.737558609330776,5342.15,6.3827,4505.18,4.587,994.78
842.8958793969849,45.97016655013618,5369.32,6.3701,4526.42,4.6,1001.54
848.8247236180904,46.203441044062785,5396.56,6.3577,4547.74,4.614,1008.29
854.753567839196,46.4373874036987,5423.89,6.3456,4569.13,4.626,1015.05
860.6824120603014,46.672010905897245,5451.29,6.3337,4590.61,4.64,1021.81
866.611256281407,46.90731679309102,5478.77,6.3221,4612.16,4.654,1028.56
872.5401005025126,47.14331027456315,5506.34,6.3107,4633.8,4.667,1035.32
878.468944723618,47.37999652767797,5533.98,6.2996,4655.51,4.682,1042.08
884.3977889447236,47.61738069907217,5561.71,6.2887,4677.31,4.695,1048.83
890.3266331658291,47.85546790580838,5589.52,6.2781,4699.19,4.709,1055.59
896.2554773869347,48.09426323649261,5617.41,6.2676,4721.15,4.723,1062.35
902.1843216080401,48.33377175235662,5645.38,6.2575,4743.2,4.738,1069.1
908.1131658291457,48.57399848830726,5673.44,6.2475,4765.33,4.752,1075.86
914.0420100502512,48.8149484539432,5701.59,6.2378,4787.54,4.766,1082.62
919.9708542713568,49.056626634541104,5729.81,6.2283,4809.84,4.781,1089.37
925.8996984924623,49.29903799201186,5758.13,6.219,4832.23,4.795,1096.13
931.8285427135678,49.54218746582826,5786.53,6.2099,4854.7,4.81,1102.89
937.7573869346734,49.78607997392519,5815.01,6.201,4877.26,4.825,1109.65
943.6862311557788,50.03072041357315,5843.59,6.1923,4899.9,4.839,1116.4
949.6150753768844,50.27611366222647,5872.25,6.1838,4922.64,4.854,1123.16
955.5439195979899,50.52226457834675,5901.0,6.1755,4945.46,4.87,1129.92
961.4727638190955,50.76917800220286,5929.84,6.1675,4968.37,4.885,1136.67
967.4016080402009,51.016858756647906,5958.77,6.1596,4991.37,4.9,1143.43
973.3304522613065,51.26531164787433,5987.79,6.1519,5014.46,4.915,1150.19
979.2592964824121,51.514541466147826,6016.9,6.1443,5037.64,4.93,1156.94
985.1881407035175,51.76455298652092,6046.1,6.137,5060.91,4.946,1163.7
991.1169849246231,52.01535096952661,6075.39,6.1298,5084.28,4.962,1170.46
997.0458291457286,52.26694016185338,6104.78,6.1229,5107.73,4.977,1177.21
1002.9746733668342,52.51932529700152,6134.26,6.1161,5131.28,4.993,1183.97
1008.9035175879396,52.77251109592217,6163.83,6.1094,5154.93,5.009,1190.73
1014.8323618090452,53.02650226763889,6193.5,6.103,5178.66,5.025,1197.48
1020.7612060301507,53.28130350985311,6223.26,6.0967,5202.5,5.041,1204.24
1026.6900502512563,53.53691950953362,6253.11,6.0906,5226.42,5.058,1211.0
1032.6188944723617,53.79335494349047,6283.06,6.0846,5250.44,5.074,1217.75
1038.5477386934674,54.050614478934484,6313.11,6.0788,5274.56,5.09,1224.51
1044.4765829145729,54.308702774022066,6343.26,6.0731,5298.78,5.106,1231.27
1050.4054271356783,54.5676244783865,6373.5,6.0677,5323.09,5.123,1238.03
1056.3342713567838,54.82738423365544,6403.84,6.0623,5347.5,5.14,1244.78
1062.2631155778895,55.08798667395628,6434.28,6.0571,5372.01,5.156,1251.54
1068.191959798995,55.34943642640799,6464.81,6.0521,5396.62,5.174,1258.3
1074.1208040201004,55.61173811160197,6495.45,6.0472,5421.33,5.19,1265.05
1080.049648241206,55.874896344070315,6526.19,6.0425,5446.14,5.207,1271.81
1085.9784924623116,56.138915732743584,6557.03,6.0379,5471.05,5.224,1278.57
1091.907336683417,56.4038008813968,6587.96,6.0334,5496.06,5.242,1285.32
1097.8361809045225,56.669556389085955,6619.0,6.0291,5521.17,5.259,1292.08
1103.7650251256282,56.936186850573264,6650.15,6.025,5546.38,5.276,1298.84
1109.6938693467337,57.20369685674325,6681.39,6.0209,5571.7,5.294,1305.59
1115.6227135678391,57.472090995008884,6712.74,6.017,5597.12,5.311,1312.35
1121.5515577889446,57.741373849708665,6744.19,6.0133,5622.64,5.329,1319.11
1127.4804020100503,58.011550002494744,6775.75,6.0096,5648.27,5.346,1325.86
1133.4092462311557,58.28262403271211,6807.41,6.0061,5674.0,5.364,1332.62
1139.3380904522612,58.55460051776976,6839.18,6.0028,5699.84,5.382,1339.38
1145.266934673367,58.82748403350341,6871.05,5.9995,5725.78,5.4,1346.14
1151.1957788944724,59.10127915453048,6903.03,5.9964,5751.83,5.418,1352.89
1157.1246231155778,59.375990454597314,6935.12,5.9934,5777.99,5.436,1359.65
1163.0534673366833,59.6516225069193,6967.31,5.9905,5804.26,5.455,1366.41
1168.982311557789,59.92817988451351,6999.61,5.9878,5830.63,5.473,1373.16
1174.9111557788945,60.2056671605243,7032.02,5.9852,5857.11,5.492,1379.92
1180.84,60.484088908542645,7064.54,5.9826,5883.7,5.51,1386.68
